,sector,rounded_salary_2016,percentage,count
481,Other Public Sector Employers,205000,0.8795849352731625,38
482,Other Public Sector Employers,210000,1.138153549108277,48
483,Other Public Sector Employers,215000,0.6797305918285543,28
484,Other Public Sector Employers,220000,0.7452195857256576,30
485,Other Public Sector Employers,225000,0.4318886235455515,17
486,Other Public Sector Employers,230000,0.41551637507127576,16
487,Other Public Sector Employers,235000,0.5306866746834228,20
488,Other Public Sector Employers,240000,0.4606811984485883,17
489,Other Public Sector Employers,245000,0.1936441802302277,7
490,Other Public Sector Employers,250000,0.5081042629947665,18
491,Other Public Sector Employers,255000,0.8349846721880664,29
492,Other Public Sector Employers,260000,0.4109998927335445,14
493,Other Public Sector Employers,265000,0.47874712779951334,16
494,Other Public Sector Employers,270000,0.3658350693562319,12
495,Other Public Sector Employers,275000,0.2484065285752192,8
496,Other Public Sector Employers,280000,0.18969225818471283,6
497,Other Public Sector Employers,285000,0.1930796199380113,6
498,Other Public Sector Employers,290000,0.22921147863986135,7
499,Other Public Sector Employers,295000,0.39970868688921635,12
500,Other Public Sector Employers,300000,0.6097251155937198,18
501,Other Public Sector Employers,305000,0.37881995607720925,11
502,Other Public Sector Employers,310000,0.140010952469669,4
503,Other Public Sector Employers,315000,0.07113459681926732,2
504,Other Public Sector Employers,320000,0.28905486961480054,8
505,Other Public Sector Employers,325000,0.18348209497033235,5
506,Other Public Sector Employers,330000,0.11178293785884863,3
507,Other Public Sector Employers,335000,0.03782553957849929,1
508,Other Public Sector Employers,340000,0.07678019974143138,2
509,Other Public Sector Employers,345000,0.1947733008146605,5
